,gender,age,age_o,d_d_age,race,race_o,samerace,d_importance_same_race,d_importance_same_religion,field,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,interests_correlate,match
1368,1,22.0,32.0,3,3,1,0,1,1,102,2,2,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,1,1,1,2,2,1,2,1,1,0,1,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,0,0.17,0
1369,1,22.0,30.0,3,3,0,0,1,1,102,1,2,0,0,0,0,0,1,2,0,1,0,2,0,0,0,0,1,1,1,1,2,2,1,1,1,1,0,1,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,0,0.18,0
1370,1,22.0,22.0,0,3,0,0,1,1,102,0,1,1,1,0,1,1,1,1,0,1,0,2,0,0,0,0,1,1,1,1,2,2,2,1,1,2,0,1,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,0,-0.13,0
1371,1,22.0,23.0,0,3,0,0,1,1,102,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,2,2,1,1,1,1,0,0,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,0,-0.16,0
1372,1,22.0,23.0,0,3,0,0,1,1,102,0,0,1,0,1,0,0,2,2,0,2,0,2,0,0,0,0,1,1,1,1,2,2,1,1,1,1,0,0,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,0,-0.46,0
1373,1,22.0,27.0,2,3,0,0,1,1,102,2,0,1,1,1,0,0,2,1,1,1,1,2,0,0,0,0,1,1,1,1,2,2,1,2,2,1,2,0,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,0,0.31,0
1374,1,22.0,23.0,0,3,3,1,1,1,102,0,2,1,1,0,1,0,1,1,0,0,0,2,0,0,0,0,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,0,0.08,0
1375,1,22.0,25.0,1,3,4,0,1,1,102,0,0,2,1,0,0,0,1,1,0,1,0,2,0,0,0,0,1,1,1,1,2,2,1,1,1,1,0,0,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,0,-0.19,0
1376,1,22.0,29.0,3,3,0,0,1,1,102,0,1,1,1,1,0,1,2,2,1,2,1,2,0,0,0,0,1,1,1,1,2,2,2,1,1,1,0,0,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,0,0.16,0
1377,1,22.0,29.0,3,3,0,0,1,1,102,0,1,1,2,1,0,1,1,1,1,1,1,2,0,0,0,0,1,1,1,1,2,2,2,1,1,1,0,1,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,0,0.05,0
1378,1,32.0,34.0,1,0,0,1,1,2,15,0,0,2,1,0,1,0,0,1,0,0,0,2,0,2,1,0,0,1,0,1,2,2,0,1,1,2,1,2,2,2,2,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0.02,0
1379,1,32.0,22.0,3,0,0,1,1,2,15,0,1,1,1,0,0,1,1,1,1,0,1,2,0,2,1,0,0,1,0,1,2,2,0,0,1,1,1,1,2,2,2,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0.0,0
1380,1,32.0,23.0,3,0,1,0,1,2,15,0,2,1,0,1,0,0,1,1,0,0,1,2,0,2,1,0,0,1,0,1,2,2,0,0,1,0,1,0,2,2,2,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0.07,0
1381,1,32.0,26.0,2,0,3,0,1,2,15,0,1,0,1,1,0,0,0,0,0,0,0,2,0,2,1,0,0,1,0,1,2,2,0,0,0,0,1,0,2,2,2,2,0,0,1,0,0,0,0,0,2,0,0,0,0,-0.15,0
1382,1,32.0,27.0,2,0,3,0,1,2,15,0,1,1,0,1,1,1,1,1,1,1,2,2,0,2,1,0,0,1,0,1,2,2,2,2,1,1,1,2,2,2,2,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0.06,1
1383,1,32.0,28.0,2,0,0,1,1,2,15,0,0,1,1,1,1,0,1,2,0,1,0,2,0,2,1,0,0,1,0,1,2,2,2,2,1,1,1,2,2,2,2,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0.11,0
1384,1,32.0,25.0,3,0,4,0,1,2,15,1,1,1,1,0,0,0,2,2,1,1,1,2,0,2,1,0,0,1,0,1,2,2,1,0,1,2,1,0,2,2,2,2,0,0,1,0,0,0,0,0,2,0,0,0,0,-0.01,0
1385,1,32.0,35.0,1,0,1,0,1,2,15,0,2,1,0,0,0,0,1,1,1,1,0,2,0,2,1,0,0,1,0,1,2,2,2,2,1,1,0,1,2,2,2,2,0,0,1,0,0,0,0,0,2,0,0,0,0,-0.18,0
1386,1,32.0,32.0,0,0,1,0,1,2,15,2,2,2,0,0,0,0,0,1,0,1,0,2,0,2,1,0,0,1,0,1,2,2,2,1,1,0,0,0,2,2,2,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0.1,0
1387,1,32.0,30.0,1,0,0,1,1,2,15,1,2,0,0,0,0,0,1,1,1,0,0,2,0,2,1,0,0,1,0,1,2,2,0,1,1,0,1,0,2,2,2,2,0,0,1,0,0,0,0,0,2,0,0,0,0,-0.08,0
1388,1,32.0,22.0,3,0,0,1,1,2,15,0,1,1,1,0,1,0,1,1,0,0,0,2,0,2,1,0,0,1,0,1,2,2,1,1,1,1,1,0,2,2,2,2,0,0,1,0,0,0,0,0,2,0,0,0,0,-0.28,0
1389,1,32.0,23.0,3,0,0,1,1,2,15,0,0,1,0,0,1,0,0,0,0,0,0,2,0,2,1,0,0,1,0,1,2,2,1,1,1,1,0,0,2,2,2,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0.42,0
1390,1,32.0,23.0,3,0,0,1,1,2,15,0,0,1,0,1,0,0,2,2,0,2,0,2,0,2,1,0,0,1,0,1,2,2,0,0,1,1,1,0,2,2,2,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0.26,0
1391,1,32.0,27.0,2,0,0,1,1,2,15,2,0,1,1,1,0,1,2,2,1,1,0,2,0,2,1,0,0,1,0,1,2,2,0,1,1,0,0,0,2,2,2,2,0,0,1,0,0,0,0,0,2,0,0,0,0,-0.35,0
1392,1,32.0,23.0,3,0,3,0,1,2,15,0,2,1,1,0,1,0,1,1,0,1,0,2,0,2,1,0,0,1,0,1,2,2,0,1,1,0,0,0,2,2,2,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0.22,0
1393,1,32.0,25.0,3,0,4,0,1,2,15,0,0,2,1,0,0,0,1,1,1,0,0,2,0,2,1,0,0,1,0,1,2,2,1,1,1,1,2,1,2,2,2,2,0,0,1,0,0,0,0,0,2,0,0,0,0,-0.21,0
1394,1,32.0,29.0,1,0,0,1,1,2,15,0,1,1,1,1,0,0,1,2,1,1,1,2,0,2,1,0,0,1,0,1,2,2,1,1,1,1,1,1,2,2,2,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0.12,0
1395,1,32.0,29.0,1,0,0,1,1,2,15,0,1,1,2,1,0,1,1,1,1,1,1,2,0,2,1,0,0,1,0,1,2,2,1,1,1,1,1,0,2,2,2,2,0,0,1,0,0,0,0,0,2,0,0,0,0,-0.15,0
1396,1,26.0,34.0,3,0,0,1,2,2,103,0,0,2,1,0,1,1,0,0,0,2,0,2,0,1,0,0,0,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,-0.05,0
1397,1,26.0,22.0,2,0,0,1,2,2,103,0,1,1,1,0,0,2,1,1,2,1,1,2,0,1,0,0,0,1,1,1,2,2,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0.15,0
1398,1,26.0,23.0,1,0,1,0,2,2,103,0,2,1,0,1,0,0,2,2,0,0,0,2,0,1,0,0,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0.21,0
1399,1,26.0,26.0,0,0,3,0,2,2,103,0,1,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,-0.18,0
1400,1,26.0,27.0,0,0,3,0,2,2,103,0,1,1,0,1,1,1,1,1,1,1,1,2,0,1,0,0,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0.38,0
1401,1,26.0,28.0,1,0,0,1,2,2,103,0,0,1,1,1,1,0,2,1,1,1,1,2,0,1,0,0,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0.2,0
1402,1,26.0,25.0,0,0,4,0,2,2,103,1,1,1,1,0,0,1,1,1,1,2,1,2,0,1,0,0,0,1,1,1,2,2,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0.06,0
1403,1,26.0,35.0,3,0,1,0,2,2,103,0,2,1,0,0,0,1,1,1,1,1,1,2,0,1,0,0,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0.0,0
1404,1,26.0,32.0,2,0,1,0,2,2,103,2,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0.1,0
1405,1,26.0,30.0,2,0,0,1,2,2,103,1,2,0,0,0,0,1,1,1,1,1,0,2,0,1,0,0,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0.12,0
1406,1,26.0,22.0,2,0,0,1,2,2,103,0,1,1,1,0,1,1,1,1,0,0,0,2,0,1,0,0,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0.13,0
1407,1,26.0,23.0,1,0,0,1,2,2,103,0,0,1,0,0,1,0,0,1,0,1,0,2,0,1,0,0,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0.62,0
1408,1,26.0,23.0,1,0,0,1,2,2,103,0,0,1,0,1,0,1,1,1,1,2,0,2,0,1,0,0,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0.34,0
1409,1,26.0,27.0,0,0,0,1,2,2,103,2,0,1,1,1,0,1,2,1,1,1,0,2,0,1,0,0,0,1,1,1,2,2,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,-0.19,0
1410,1,26.0,23.0,1,0,3,0,2,2,103,0,2,1,1,0,1,0,1,0,1,0,0,2,0,1,0,0,0,1,1,1,2,2,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,-0.05,0
1411,1,26.0,25.0,0,0,4,0,2,2,103,0,0,2,1,0,0,1,1,1,1,1,0,2,0,1,0,0,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0.12,1
1412,1,26.0,29.0,1,0,0,1,2,2,103,0,1,1,1,1,0,1,1,1,0,1,0,2,0,1,0,0,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0.2,0
1413,1,26.0,29.0,1,0,0,1,2,2,103,0,1,1,2,1,0,1,1,1,1,1,1,2,0,1,0,0,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,-0.06,0
1414,1,27.0,34.0,3,0,0,1,2,2,15,0,0,2,1,0,1,0,0,0,0,0,0,1,0,2,0,1,0,2,1,1,2,2,1,1,1,1,1,0,1,0,1,2,1,1,2,0,1,1,0,1,1,1,1,0,1,0.19,0
1415,1,27.0,22.0,2,0,0,1,2,2,15,0,1,1,1,0,0,1,1,0,0,0,1,1,0,2,0,1,0,2,1,1,2,2,1,1,1,1,1,1,1,0,1,2,1,1,2,0,1,1,0,1,1,1,1,0,1,0.63,0
1416,1,27.0,23.0,2,0,1,0,2,2,15,0,2,1,0,1,0,2,0,2,2,2,0,1,0,2,0,1,0,2,1,1,2,2,1,1,1,1,0,0,1,0,1,2,1,1,2,0,1,1,0,1,1,1,1,0,1,0.59,0
1417,1,27.0,26.0,0,0,3,0,2,2,15,0,1,0,1,1,0,0,1,1,1,1,1,1,0,2,0,1,0,2,1,1,2,2,1,1,1,1,1,0,1,0,1,2,1,1,2,0,1,1,0,1,1,1,1,0,1,0.42,1
1418,1,27.0,27.0,0,0,3,0,2,2,15,0,1,1,0,1,1,1,1,1,1,1,1,1,0,2,0,1,0,2,1,1,2,2,1,2,1,1,1,0,1,0,1,2,1,1,2,0,1,1,0,1,1,1,1,0,1,-0.12,0
1419,1,27.0,28.0,0,0,0,1,2,2,15,0,0,1,1,1,1,1,1,1,1,0,1,1,0,2,0,1,0,2,1,1,2,2,1,1,1,1,1,1,1,0,1,2,1,1,2,0,1,1,0,1,1,1,1,0,1,0.53,1
1420,1,27.0,25.0,1,0,4,0,2,2,15,1,1,1,1,0,0,1,2,2,1,1,1,1,0,2,0,1,0,2,1,1,2,2,1,1,1,1,1,0,1,0,1,2,1,1,2,0,1,1,0,1,1,1,1,0,1,0.52,0
1421,1,27.0,35.0,3,0,1,0,2,2,15,0,2,1,0,0,0,1,1,1,1,1,1,1,0,2,0,1,0,2,1,1,2,2,1,1,1,1,1,0,1,0,1,2,1,1,2,0,1,1,0,1,1,1,1,0,1,0.51,0
1422,1,27.0,32.0,2,0,1,0,2,2,15,2,2,2,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,2,1,1,2,2,1,1,1,1,1,0,1,0,1,2,1,1,2,0,1,1,0,1,1,1,1,0,1,0.68,0
1423,1,27.0,30.0,1,0,0,1,2,2,15,1,2,0,0,0,0,1,1,1,1,2,0,1,0,2,0,1,0,2,1,1,2,2,1,1,1,1,0,0,1,0,1,2,1,1,2,0,1,1,0,1,1,1,1,0,1,0.56,0
1424,1,27.0,22.0,2,0,0,1,2,2,15,0,1,1,1,0,1,2,1,1,1,0,1,1,0,2,0,1,0,2,1,1,2,2,1,1,1,1,1,1,1,0,1,2,1,1,2,0,1,1,0,1,1,1,1,0,1,0.14,1
1425,1,27.0,23.0,2,0,0,1,2,2,15,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,2,1,1,2,2,1,1,1,1,1,0,1,0,1,2,1,1,2,0,1,1,0,1,1,1,1,0,1,0.59,0
1426,1,27.0,23.0,2,0,0,1,2,2,15,0,0,1,0,1,0,1,2,2,0,1,0,1,0,2,0,1,0,2,1,1,2,2,1,1,1,1,1,0,1,0,1,2,1,1,2,0,1,1,0,1,1,1,1,0,1,0.08,0
1427,1,27.0,27.0,0,0,0,1,2,2,15,2,0,1,1,1,0,2,2,2,1,1,1,1,0,2,0,1,0,2,1,1,2,2,1,1,1,1,1,1,1,0,1,2,1,1,2,0,1,1,0,1,1,1,1,0,1,0.56,1
1428,1,27.0,23.0,2,0,3,0,2,2,15,0,2,1,1,0,1,2,2,2,2,2,1,1,0,2,0,1,0,2,1,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1,2,0,1,1,0,1,1,1,1,0,1,0.05,0
1429,1,27.0,25.0,1,0,4,0,2,2,15,0,0,2,1,0,0,1,1,1,1,1,0,1,0,2,0,1,0,2,1,1,2,2,1,1,1,1,1,1,1,0,1,2,1,1,2,0,1,1,0,1,1,1,1,0,1,0.33,0
1430,1,27.0,29.0,1,0,0,1,2,2,15,0,1,1,1,1,0,1,1,1,1,1,1,1,0,2,0,1,0,2,1,1,2,2,2,1,1,1,1,1,1,0,1,2,1,1,2,0,1,1,0,1,1,1,1,0,1,0.8,0
1431,1,27.0,29.0,1,0,0,1,2,2,15,0,1,1,2,1,0,1,1,1,1,1,1,1,0,2,0,1,0,2,1,1,2,2,1,1,1,1,1,1,1,0,1,2,1,1,2,0,1,1,0,1,1,1,1,0,1,0.45,1
1432,1,25.0,34.0,3,2,0,0,0,0,1,0,0,2,1,0,1,0,1,1,1,0,0,2,0,1,1,0,0,1,1,2,1,1,1,1,1,2,1,1,2,2,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0.02,1
1433,1,25.0,22.0,1,2,0,0,0,0,1,0,1,1,1,0,0,1,1,1,2,2,1,2,0,1,1,0,0,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,-0.28,1
1434,1,25.0,23.0,1,2,1,0,0,0,1,0,2,1,0,1,0,1,2,2,1,2,1,2,0,1,1,0,0,1,1,2,1,1,0,1,1,1,0,1,2,2,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,-0.2,0
1435,1,25.0,26.0,0,2,3,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,2,0,1,1,0,0,1,1,2,1,1,0,2,1,2,0,1,2,2,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0.03,0
1436,1,25.0,27.0,1,2,3,0,0,0,1,0,1,1,0,1,1,1,1,2,2,1,1,2,0,1,1,0,0,1,1,2,1,1,1,2,2,1,0,1,2,2,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0.31,1
1437,1,25.0,28.0,1,2,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,0,1,2,0,1,1,0,0,1,1,2,1,1,1,1,2,1,2,0,2,2,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,-0.02,0
1438,1,25.0,25.0,0,2,4,0,0,0,1,1,1,1,1,0,0,1,2,2,2,2,1,2,0,1,1,0,0,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,-0.08,1
1439,1,25.0,35.0,3,2,1,0,0,0,1,0,2,1,0,0,0,0,2,1,1,1,1,2,0,1,1,0,0,1,1,2,1,1,1,2,1,1,0,1,2,2,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0.09,0
1440,1,25.0,32.0,3,2,1,0,0,0,1,2,2,2,0,0,0,0,0,1,1,1,0,2,0,1,1,0,0,1,1,2,1,1,1,2,2,1,1,2,2,2,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0.17,1
1441,1,25.0,30.0,2,2,0,0,0,0,1,1,2,0,0,0,0,1,1,1,1,1,0,2,0,1,1,0,0,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,-0.14,0
1442,1,25.0,22.0,1,2,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,2,0,1,1,0,0,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,-0.06,1
1443,1,25.0,23.0,1,2,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,2,0,2,0,1,1,0,0,1,1,2,1,1,1,1,1,1,1,0,2,2,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0.27,0
1444,1,25.0,23.0,1,2,0,0,0,0,1,0,0,1,0,1,0,1,2,2,2,2,1,2,0,1,1,0,0,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0.15,0
1445,1,25.0,27.0,1,2,0,0,0,0,1,2,0,1,1,1,0,1,2,2,1,1,0,2,0,1,1,0,0,1,1,2,1,1,1,1,2,1,1,0,2,2,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,-0.22,0
1446,1,25.0,23.0,1,2,3,0,0,0,1,0,2,1,1,0,1,0,1,1,1,1,1,2,0,1,1,0,0,1,1,2,1,1,1,1,1,0,1,0,2,2,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0.28,0
1447,1,25.0,25.0,0,2,4,0,0,0,1,0,0,2,1,0,0,1,2,2,2,2,2,2,0,1,1,0,0,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,-0.24,1
1448,1,25.0,29.0,2,2,0,0,0,0,1,0,1,1,1,1,0,1,1,2,2,1,1,2,0,1,1,0,0,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0.03,1
1449,1,25.0,29.0,2,2,0,0,0,0,1,0,1,1,2,1,0,1,1,1,1,1,1,2,0,1,1,0,0,1,1,2,1,1,1,1,1,1,1,0,2,2,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,-0.36,0
1450,1,22.0,34.0,3,1,0,0,0,1,1,0,0,2,1,0,1,0,1,1,1,1,0,0,1,2,0,0,1,0,1,0,2,0,1,0,1,1,0,0,0,0,0,2,1,0,0,2,0,2,1,1,2,0,1,0,0,0.06,0
1451,1,22.0,22.0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,2,0,0,1,0,1,0,2,0,1,0,1,1,0,0,0,0,0,2,1,0,0,2,0,2,1,1,2,0,1,0,0,-0.11,0
1452,1,22.0,23.0,0,1,1,1,0,1,1,0,2,1,0,1,0,0,2,2,0,0,0,0,1,2,0,0,1,0,1,0,2,0,2,2,2,1,1,0,0,0,0,2,1,0,0,2,0,2,1,1,2,0,1,0,0,0.09,1
1453,1,22.0,26.0,2,1,3,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,2,0,1,2,2,1,2,1,0,0,0,2,1,0,0,2,0,2,1,1,2,0,1,0,0,0.24,0
1454,1,22.0,27.0,2,1,3,0,0,1,1,0,1,1,0,1,1,1,2,1,1,1,0,0,1,2,0,0,1,0,1,0,2,0,1,2,1,0,2,0,0,0,0,2,1,0,0,2,0,2,1,1,2,0,1,0,0,0.05,0
1455,1,22.0,28.0,2,1,0,0,0,1,1,0,0,1,1,1,1,0,2,1,2,1,0,0,1,2,0,0,1,0,1,0,2,0,2,0,1,0,2,2,0,0,0,2,1,0,0,2,0,2,1,1,2,0,1,0,0,0.09,0
1456,1,22.0,25.0,1,1,4,0,0,1,1,1,1,1,1,0,0,0,2,2,1,2,1,0,1,2,0,0,1,0,1,0,2,0,1,2,0,0,0,0,0,0,0,2,1,0,0,2,0,2,1,1,2,0,1,0,0,0.04,0
1457,1,22.0,35.0,3,1,1,1,0,1,1,0,2,1,0,0,0,0,1,1,1,1,1,0,1,2,0,0,1,0,1,0,2,0,2,2,2,2,2,2,0,0,0,2,1,0,0,2,0,2,1,1,2,0,1,0,0,0.17,0
1458,1,22.0,32.0,3,1,1,1,0,1,1,2,2,2,0,0,0,0,1,1,1,0,0,0,1,2,0,0,1,0,1,0,2,0,2,2,2,1,1,1,0,0,0,2,1,0,0,2,0,2,1,1,2,0,1,0,0,-0.06,0
1459,1,22.0,30.0,3,1,0,0,0,1,1,1,2,0,0,0,0,1,1,1,1,1,0,0,1,2,0,0,1,0,1,0,2,0,1,2,1,0,1,0,0,0,0,2,1,0,0,2,0,2,1,1,2,0,1,0,0,0.44,0
1460,1,22.0,22.0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,2,0,0,1,0,1,0,2,0,1,1,1,1,2,0,0,0,0,2,1,0,0,2,0,2,1,1,2,0,1,0,0,0.21,0
1461,1,22.0,23.0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2,0,0,1,0,1,0,2,0,1,0,1,1,0,0,0,0,0,2,1,0,0,2,0,2,1,1,2,0,1,0,0,-0.26,0
1462,1,22.0,23.0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,2,2,0,0,0,0,1,2,0,0,1,0,1,0,2,0,1,2,1,1,1,0,0,0,0,2,1,0,0,2,0,2,1,1,2,0,1,0,0,0.18,0
1463,1,22.0,27.0,2,1,0,0,0,1,1,2,0,1,1,1,0,1,2,2,2,2,0,0,1,2,0,0,1,0,1,0,2,0,1,1,1,1,2,0,0,0,0,2,1,0,0,2,0,2,1,1,2,0,1,0,0,0.38,0
1464,1,22.0,23.0,0,1,3,0,0,1,1,0,2,1,1,0,1,1,1,1,1,1,0,0,1,2,0,0,1,0,1,0,2,0,1,2,1,0,0,0,0,0,0,2,1,0,0,2,0,2,1,1,2,0,1,0,0,0.1,0
1465,1,22.0,25.0,1,1,4,0,0,1,1,0,0,2,1,0,0,0,1,1,1,1,0,0,1,2,0,0,1,0,1,0,2,0,2,2,2,2,2,2,0,0,0,2,1,0,0,2,0,2,1,1,2,0,1,0,0,0.31,1
1466,1,22.0,29.0,3,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,2,0,0,1,0,1,0,2,0,1,2,0,0,1,0,0,0,0,2,1,0,0,2,0,2,1,1,2,0,1,0,0,0.06,0
1467,1,22.0,29.0,3,1,0,0,0,1,1,0,1,1,2,1,0,1,1,1,1,1,1,0,1,2,0,0,1,0,1,0,2,0,2,2,2,1,1,1,0,0,0,2,1,0,0,2,0,2,1,1,2,0,1,0,0,0.37,0
1468,1,21.0,34.0,3,0,0,1,0,0,114,0,0,2,1,0,1,1,1,1,2,0,1,1,2,2,2,0,0,1,2,2,2,1,2,2,2,2,2,2,1,0,0,1,1,1,1,0,1,1,0,0,1,2,2,0,2,0.36,1
1469,1,21.0,22.0,0,0,0,1,0,0,114,0,1,1,1,0,0,2,2,2,2,2,2,1,2,2,2,0,0,1,2,2,2,1,1,1,1,1,2,1,1,0,0,1,1,1,1,0,1,1,0,0,1,2,2,0,2,0.63,1
1470,1,21.0,23.0,1,0,1,0,0,0,114,0,2,1,0,1,0,2,2,2,2,2,2,1,2,2,2,0,0,1,2,2,2,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,2,2,0,2,0.65,1
1471,1,21.0,26.0,2,0,3,0,0,0,114,0,1,0,1,1,0,0,1,1,1,0,1,1,2,2,2,0,0,1,2,2,2,1,1,1,2,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,2,2,0,2,0.52,1
1472,1,21.0,27.0,2,0,3,0,0,0,114,0,1,1,0,1,1,1,2,1,1,2,1,1,2,2,2,0,0,1,2,2,2,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,2,2,0,2,0.07,0
1473,1,21.0,28.0,3,0,0,1,0,0,114,0,0,1,1,1,1,0,1,1,1,1,0,1,2,2,2,0,0,1,2,2,2,1,2,2,2,2,2,1,1,0,0,1,1,1,1,0,1,1,0,0,1,2,2,0,2,0.51,0
1474,1,21.0,25.0,2,0,4,0,0,0,114,1,1,1,1,0,0,1,2,2,2,1,2,1,2,2,2,0,0,1,2,2,2,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,2,2,0,2,0.71,1
1475,1,21.0,35.0,3,0,1,0,0,0,114,0,2,1,0,0,0,1,1,1,1,0,1,1,2,2,2,0,0,1,2,2,2,1,2,2,2,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,2,2,0,2,0.72,1
